building	effect	effect_scope	value	value_damaged	value_ruined	context_requirement
wh3_dlc27_hef_colony_recruitment_artillery_1	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_recruitment_artillery_2	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_recruitment_artillery_3	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_recruitment_barracks_1	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_recruitment_barracks_2	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_recruitment_barracks_3	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_recruitment_barracks_4	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_recruitment_stables_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_recruitment_stables_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_recruitment_stables_3	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_settlement_major_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_settlement_major_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_settlement_major_3	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_settlement_major_4	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_settlement_major_5	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_settlement_minor_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_settlement_minor_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_colony_settlement_minor_3	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_aoe_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_aoe_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_aoe_3a	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_aoe_3b	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_aquatic_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_aquatic_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_aquatic_3	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_artillery_1	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_artillery_2	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_artillery_3	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_barracks_1	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_barracks_2	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_barracks_3	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_barracks_4	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_beasts_1	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_beasts_2	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_beasts_3	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_beasts_4	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_dragons_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_dragons_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_extra_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_extra_2a	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_extra_2b	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_extra_2c	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_main_building_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_main_building_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_main_building_3	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_main_building_4	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_main_building_5	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_main_building_aislinn_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_main_building_aislinn_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_main_building_aislinn_3	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_main_building_aislinn_4	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_main_building_aislinn_5	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_navigation_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_navigation_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_navigation_3a	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_navigation_3b	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_navigation_4a	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_navigation_4b	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_respite_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_respite_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_respite_3a	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_respite_3b	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_treasury_1	derpy_gg_built_brass_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_treasury_2	derpy_gg_built_brass_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_treasury_3a	derpy_gg_built_brass_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_treasury_3b	derpy_gg_built_brass_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_xp_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_xp_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_xp_3a	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_dragonship_xp_3b	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_defence_garrison_1	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_defence_garrison_2a	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_defence_garrison_2b	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_defence_garrison_2c	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_defence_garrison_3a	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_defence_garrison_3b	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_defence_garrison_3c	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_defence_garrison_3d	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_defence_garrison_3e	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_focus_1	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_focus_2a	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_focus_2b	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_focus_2c	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_income_branch_1	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_income_branch_2a	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_income_branch_2b	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_income_branch_2c	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_income_branch_2d	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_income_branch_2e	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_income_branch_3a	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_income_branch_3b	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_income_branch_3c	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_income_branch_3d	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_sea_patrol_outpost_income_branch_3e	derpy_gg_built_khanate_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_smith_0	derpy_gg_built_daemonsmiths_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_special_chamber_of_the_phoenix_crown	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_special_colony_arnheim	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_special_colony_citadel_of_dusk	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_special_colony_fortress_of_dawn	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_special_colony_great_turtle_isle	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_special_colony_gronti_mingol	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_special_colony_the_star_tower	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_special_colony_tor_elasor	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_special_colony_tower_of_the_stars	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_hef_special_colony_tower_of_the_sun	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_teb_allied_outpost_1	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_teb_allied_outpost_2	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc27_teb_allied_outpost_3	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc29_emp_worship_ulric_1	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc29_emp_worship_ulric_2	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc29_emp_worship_ulric_3	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc29_special_middenheim_eckzahnehaus	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc29_special_salzenmund_chapter_house_white_wolf	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc29_special_settlement_middenheim_1_emp	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc29_special_settlement_middenheim_2_emp	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc29_special_settlement_middenheim_3_emp	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc29_special_settlement_middenheim_4_emp	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc29_special_settlement_middenheim_5_emp	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_DWARFS_underdeep_1	derpy_gg_built_overseers_dwf	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_DWARFS_underdeep_2	derpy_gg_built_overseers_dwf	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_brt_allied_outpost_1	derpy_gg_built_overseers_brt	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_brt_allied_outpost_2	derpy_gg_built_overseers_brt	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_brt_allied_outpost_3	derpy_gg_built_overseers_brt	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_brt_resource_ivory_1	derpy_gg_built_brass_brt	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_brt_resource_ivory_2	derpy_gg_built_brass_brt	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_brt_resource_ivory_3	derpy_gg_built_brass_brt	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_allied_outpost_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_allied_outpost_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_allied_outpost_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_artillery_1	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_artillery_3	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_1_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_1_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_1_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_1_4	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_1_5	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_2_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_2_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_2_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_2_4	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_2_5	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_3_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_3_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_3_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_3_4	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_3_5	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_4_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_4_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_4_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_4_4	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_4_5	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_primary_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_primary_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_primary_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_primary_4	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_bastion_primary_5	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_cavalry_1	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_cavalry_2	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_cavalry_3	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_celestial_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_celestial_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_defence_yang_1	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_defence_yang_2	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_defence_yang_3	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_defence_yin_1	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_defence_yin_2	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_defence_yin_3	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_growth_yang_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_growth_yang_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_growth_yang_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_growth_yin_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_growth_yin_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_growth_yin_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_gunners_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_gunners_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_gunners_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_income_yang_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_income_yang_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_income_yang_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_income_yin_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_income_yin_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_income_yin_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_jade_barracks_1	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_jade_barracks_2	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_jade_barracks_3	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_magic_tower_1	derpy_gg_built_daemonsmiths_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_magic_tower_2	derpy_gg_built_daemonsmiths_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_magic_tower_3	derpy_gg_built_daemonsmiths_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_order_yang_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_order_yang_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_order_yang_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_order_yin_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_order_yin_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_order_yin_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_port_1	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_port_2	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_port_3	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_animals_1	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_animals_2	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_animals_3	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_dyes_1	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_dyes_2	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_dyes_3	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_furs_1	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_furs_2	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_furs_3	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_gems_1	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_gems_2	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_gems_3	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_gold_1	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_gold_2	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_gold_3	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_iron_1	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_iron_2	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_iron_3	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_ivory_1	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_ivory_2	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_ivory_3	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_marble_1	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_marble_2	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_marble_3	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_medicine_1	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_medicine_2	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_medicine_3	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_obsidian_1	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_obsidian_2	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_obsidian_3	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_main_cth_resource_pasture_1	derpy_gg_built_brass_cth	building_to_building_own	1.0000	1.0000	0.0000	
