key	text	tooltip
effect_bundles_localised_title_derpy_gg_rank_slavers_2_ksl	The Ungol Raiders - Kossar	false
effect_bundles_localised_description_derpy_gg_rank_slavers_2_ksl	Rank 2 of 5 with The Ungol Raiders, reached at 100 reputation. +3% income from sacking and razing, for every army. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_slavers_3_ksl	The Ungol Raiders - Druzhina	false
effect_bundles_localised_description_derpy_gg_rank_slavers_3_ksl	Rank 3 of 5 with The Ungol Raiders, reached at 300 reputation. +6% income from sacking and razing, for every army. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_slavers_4_ksl	The Ungol Raiders - Boyar	false
effect_bundles_localised_description_derpy_gg_rank_slavers_4_ksl	Rank 4 of 5 with The Ungol Raiders, reached at 700 reputation. +10% income from sacking and razing, for every army. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_slavers_5_ksl	The Ungol Raiders - Ataman	false
effect_bundles_localised_description_derpy_gg_rank_slavers_5_ksl	Rank 5 of 5 with The Ungol Raiders, reached at 1500 reputation. +15% income from sacking and razing, for every army. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_lead_slavers_ksl	The Ungol Raiders - Foremost	false
effect_bundles_localised_description_derpy_gg_lead_slavers_ksl	You hold more reputation with The Ungol Raiders than any other faction in the world. +10% income from sacking and razing, for every army, on top of whatever your rank already pays - and their greatest service is open to you alone. This lasts only while you lead them.	false
derpy_gg_service_name_caravan_levy_ksl	Erengrad Tolls	false
derpy_gg_service_desc_caravan_levy_ksl	The Erengrad Merchants collect on every ship and sledge. Adds 2,500 gold to your treasury at once.||Costs 50 favour. Cooldown 8 turns. Needs rank 2, Kossar.	false
derpy_gg_service_name_writ_monopoly_ksl	Tzarina's Charter	false
derpy_gg_service_desc_writ_monopoly_ksl	+32% income from all buildings, for every region you own, for 10 turns.||Costs 150 favour. Cooldown 12 turns. Needs rank 3, Druzhina.	false
effect_bundles_localised_title_derpy_gg_svc_writ_monopoly_ksl	Tzarina's Charter	false
effect_bundles_localised_description_derpy_gg_svc_writ_monopoly_ksl	Bought from The Erengrad Merchants with favour. +32% income from all buildings, for every region you own. Runs for 10 turns.	false
derpy_gg_service_name_long_ledger_ksl	The Erengrad Exchange	false
derpy_gg_service_desc_long_ledger_ksl	+45% income from all buildings, for every region you own, for 15 turns.||Costs 400 favour. Cooldown 20 turns. Needs rank 4, Boyar. Only the faction that leads The Erengrad Merchants may buy it.	false
effect_bundles_localised_title_derpy_gg_svc_long_ledger_ksl	The Erengrad Exchange	false
effect_bundles_localised_description_derpy_gg_svc_long_ledger_ksl	Bought from The Erengrad Merchants with favour. +45% income from all buildings, for every region you own. Runs for 15 turns.	false
derpy_gg_service_name_oathbound_draft_ksl	Call the Druzhina	false
derpy_gg_service_desc_oathbound_draft_ksl	+20% replenishment rate, for every army, for 5 turns.||Costs 50 favour. Cooldown 6 turns. Needs rank 2, Kossar.	false
effect_bundles_localised_title_derpy_gg_svc_oathbound_draft_ksl	Call the Druzhina	false
effect_bundles_localised_description_derpy_gg_svc_oathbound_draft_ksl	Bought from The Tzar Guard with favour. +20% replenishment rate, for every army. Runs for 5 turns.	false
derpy_gg_service_name_hire_immortals_ksl	Hire the Tzar Guard	false
derpy_gg_service_desc_hire_immortals_ksl	A company already sworn and already armed. Adds one unit of Tzar Guard (Great Weapons) to an army of your choosing.||Costs 150 favour. Cooldown 10 turns. Needs rank 3, Druzhina.	false
derpy_gg_service_name_astragoths_levy_ksl	The Tzarina's Levy	false
derpy_gg_service_desc_astragoths_levy_ksl	+45% replenishment rate, for every army, for 10 turns.||Costs 400 favour. Cooldown 15 turns. Needs rank 4, Boyar. Only the faction that leads The Tzar Guard may buy it.	false
effect_bundles_localised_title_derpy_gg_svc_astragoths_levy_ksl	The Tzarina's Levy	false
effect_bundles_localised_description_derpy_gg_svc_astragoths_levy_ksl	Bought from The Tzar Guard with favour. +45% replenishment rate, for every army. Runs for 10 turns.	false
derpy_gg_service_name_forge_rite_ksl	Winter Lessons	false
derpy_gg_service_desc_forge_rite_ksl	+20% research rate, for your faction, for 8 turns.||Costs 50 favour. Cooldown 8 turns. Needs rank 2, Kossar.	false
effect_bundles_localised_title_derpy_gg_svc_forge_rite_ksl	Winter Lessons	false
effect_bundles_localised_description_derpy_gg_svc_forge_rite_ksl	Bought from The Ice Court with favour. +20% research rate, for your faction. Runs for 8 turns.	false
derpy_gg_service_name_bound_blueprint_ksl	Secrets of the Ice	false
derpy_gg_service_desc_bound_blueprint_ksl	The Ice Court parts with a secret, once. Completes the technology you are currently researching, at once.||Costs 150 favour. Cooldown 14 turns. Needs rank 3, Druzhina.	false
derpy_gg_service_name_bound_ordnance_ksl	The Ice Queen's Favour	false
derpy_gg_service_desc_bound_ordnance_ksl	+45% research rate, for your faction, for 10 turns.||Costs 400 favour. Cooldown 15 turns. Needs rank 4, Boyar. Only the faction that leads The Ice Court may buy it.	false
effect_bundles_localised_title_derpy_gg_svc_bound_ordnance_ksl	The Ice Queen's Favour	false
effect_bundles_localised_description_derpy_gg_svc_bound_ordnance_ksl	Bought from The Ice Court with favour. +45% research rate, for your faction. Runs for 10 turns.	false
derpy_gg_service_name_hobgoblin_eyes_ksl	Smugglers' Trails	false
derpy_gg_service_desc_hobgoblin_eyes_ksl	The Oblast Smugglers sell what they have seen on the trails. Reveals one region through the shroud, permanently.||Costs 50 favour. Cooldown 6 turns. Needs rank 2, Kossar.	false
derpy_gg_service_name_knife_in_dark_ksl	A Knife in the Snow	false
derpy_gg_service_desc_knife_in_dark_ksl	-32% hero recruitment cost, for every province you own, for 8 turns.||Costs 150 favour. Cooldown 10 turns. Needs rank 3, Druzhina.	false
effect_bundles_localised_title_derpy_gg_svc_knife_in_dark_ksl	A Knife in the Snow	false
effect_bundles_localised_description_derpy_gg_svc_knife_in_dark_ksl	Bought from The Oblast Smugglers with favour. -32% hero recruitment cost, for every province you own. Runs for 8 turns.	false
derpy_gg_service_name_khans_price_ksl	Sabotage the Sledges	false
derpy_gg_service_desc_khans_price_ksl	Inflicts +45% hero recruitment cost on a faction you are at war with, across their provinces, for 10 turns. You gain nothing directly - they simply pay more.||Costs 400 favour. Cooldown 18 turns. Needs rank 4, Boyar. Only the faction that leads The Oblast Smugglers may buy it.	false
effect_bundles_localised_title_derpy_gg_svc_khans_price_ksl	Sabotage the Sledges	false
effect_bundles_localised_description_derpy_gg_svc_khans_price_ksl	Inflicted by The Oblast Smugglers, bought with favour. +45% hero recruitment cost, across their provinces. Runs for 10 turns.	false
derpy_gg_service_name_lash_the_gangs_ksl	Before the Thaw	false
derpy_gg_service_desc_lash_the_gangs_ksl	-20% building construction cost, for every region you own, for 6 turns.||Costs 50 favour. Cooldown 6 turns. Needs rank 2, Kossar.	false
effect_bundles_localised_title_derpy_gg_svc_lash_the_gangs_ksl	Before the Thaw	false
effect_bundles_localised_description_derpy_gg_svc_lash_the_gangs_ksl	Bought from The Stanitsa Builders with favour. -20% building construction cost, for every region you own. Runs for 6 turns.	false
derpy_gg_service_name_raise_ziggurat_ksl	Raise the Palisade	false
derpy_gg_service_desc_raise_ziggurat_ksl	The Stanitsa Builders work before the thaw. Upgrades one of your buildings to its next level at once, and free.||Costs 150 favour. Cooldown 12 turns. Needs rank 3, Druzhina.	false
derpy_gg_service_name_works_of_zharr_ksl	Walls Against Chaos	false
derpy_gg_service_desc_works_of_zharr_ksl	-45% building construction cost, for every region you own, for 12 turns.||Costs 400 favour. Cooldown 15 turns. Needs rank 4, Boyar. Only the faction that leads The Stanitsa Builders may buy it.	false
effect_bundles_localised_title_derpy_gg_svc_works_of_zharr_ksl	Walls Against Chaos	false
effect_bundles_localised_description_derpy_gg_svc_works_of_zharr_ksl	Bought from The Stanitsa Builders with favour. -45% building construction cost, for every region you own. Runs for 12 turns.	false
derpy_gg_service_name_coffle_drive_ksl	Steppe Plunder	false
derpy_gg_service_desc_coffle_drive_ksl	+20% income from sacking and razing, for every army, for 8 turns.||Costs 50 favour. Cooldown 8 turns. Needs rank 2, Kossar.	false
effect_bundles_localised_title_derpy_gg_svc_coffle_drive_ksl	Steppe Plunder	false
effect_bundles_localised_description_derpy_gg_svc_coffle_drive_ksl	Bought from The Ungol Raiders with favour. +20% income from sacking and razing, for every army. Runs for 8 turns.	false
derpy_gg_service_name_slave_tithe_ksl	The Riders' Share	false
derpy_gg_service_desc_slave_tithe_ksl	The Ungol Raiders send back your share of the take. Adds 3,000 gold to your treasury.||Costs 150 favour. Cooldown 10 turns. Needs rank 3, Druzhina.	false
derpy_gg_service_name_great_coffle_ksl	The Long Raid	false
derpy_gg_service_desc_great_coffle_ksl	+45% income from sacking and razing, for every army, for 12 turns.||Costs 400 favour. Cooldown 18 turns. Needs rank 4, Boyar. Only the faction that leads The Ungol Raiders may buy it.	false
effect_bundles_localised_title_derpy_gg_svc_great_coffle_ksl	The Long Raid	false
effect_bundles_localised_description_derpy_gg_svc_great_coffle_ksl	Bought from The Ungol Raiders with favour. +45% income from sacking and razing, for every army. Runs for 12 turns.	false
derpy_gg_panel_title_ksl	The Great Guilds	false
derpy_gg_favour_ksl	Favour	false
derpy_gg_reputation_ksl	Reputation	false
derpy_gg_you_ksl	You	false
derpy_gg_earned_now_ksl	Reputation this turn:	false
derpy_gg_earned_last_ksl	Last turn:	false
derpy_gg_earned_none_ksl	none	false
derpy_gg_earned_more_ksl	and more	false
derpy_gg_earned_held_ksl	over this turn's limit, not paid	false
derpy_gg_earned_limit_ksl	The most this guild pays you in one turn:	false
derpy_gg_earned_no_limit_ksl	This guild has no limit per turn.	false
derpy_gg_earned_help_ksl	Bounties and paid demands always pay in full.	false
derpy_gg_src_income_ksl	income	false
derpy_gg_src_battles_ksl	battles	false
derpy_gg_src_research_ksl	research	false
derpy_gg_src_agents_ksl	hero actions	false
derpy_gg_src_buildings_ksl	buildings	false
derpy_gg_src_settlements_ksl	settlements taken	false
derpy_gg_src_missions_ksl	missions	false
derpy_gg_src_bounties_ksl	bounties	false
derpy_gg_src_demands_ksl	demands paid	false
derpy_gg_src_other_ksl	other	false
derpy_gg_src_withheld_ksl	Over the limit, not paid:	false
derpy_gg_standing_help_ksl	REPUTATION sets your rank, and it can fall. FAVOUR is earned alongside it and is what you spend - spending it never costs you rank.||Serf 0 / Kossar 100 / Druzhina 300 / Boyar 700 / Ataman 1500||Help tab: the full rules.	false
derpy_gg_cost_label_ksl	Favour cost	false
derpy_gg_tab_guilds_ksl	Guilds	false
derpy_gg_tab_stand_ksl	Leaderboard	false
derpy_gg_tab_bounty_ksl	Bounties	false
derpy_gg_tab_help_ksl	Help	false
derpy_gg_tab_log_ksl	Log	false
derpy_gg_hdr_log_ksl	What has happened, newest first.	false
derpy_gg_log_help_ksl	Every rank you gain or lose, every service you buy, every service your rivals buy or use against you, and every guild lead that changes hands. The most recent entries are kept.	false
derpy_gg_log_empty_ksl	Nothing yet. Ranks gained and lost, services bought and leads changing hands are recorded here.	false
derpy_gg_log_turn_ksl	Turn	false
derpy_gg_log_rose_ksl	you rose to	false
derpy_gg_log_fell_ksl	you fell to	false
derpy_gg_log_bought_ksl	you bought	false
derpy_gg_log_ai_bought_ksl	bought	false
derpy_gg_log_hit_ksl	was used against you by	false
derpy_gg_log_lead_won_ksl	you took the lead	false
derpy_gg_log_lead_lost_ksl	you lost the lead to	false
derpy_gg_log_from_ksl	from	false
derpy_gg_take_ksl	Take	false
derpy_gg_bounty_none_ksl	No bounty on offer	false
derpy_gg_bounty_taken_ksl	Taken	false
derpy_gg_bounty_pays_ksl	Pays	false
derpy_gg_bounty_turns_ksl	turns left	false
derpy_gg_bounty_lord_ksl	Their general	false
derpy_gg_leader_ksl	Leader	false
derpy_gg_nobody_ksl	Nobody yet	false
derpy_gg_hdr_stand_ksl	Hover a row for the full table.	false
derpy_gg_hdr_bounty_ksl	Three offers, drawn from every guild.	false
derpy_gg_hdr_help_ksl	How the Great Guilds work.	false
derpy_gg_rival_ksl	Rival:	false
derpy_gg_bounty_routine_ksl	Routine	false
derpy_gg_bounty_hard_ksl	Hard	false
derpy_gg_bounty_grim_ksl	Grim	false
derpy_gg_cost_base_ksl	base	false
derpy_gg_cost_loyal_ksl	The guild knows you, and charges less.	false
derpy_gg_cost_rival_ksl	You wear their rival's mark, and they charge for it.	false
derpy_gg_needs_target_ksl	Select an enemy character on the campaign map first - this service is aimed at their faction.	false
derpy_gg_needs_target_short_ksl	Pick a target	false
derpy_gg_needs_army_ksl	Select one of your own armies on the campaign map first - the regiment joins whoever is selected.	false
derpy_gg_needs_region_any_ksl	Select a settlement on the campaign map first - its region is what gets revealed.	false
derpy_gg_needs_region_own_ksl	Select one of your OWN settlements on the campaign map first, with a building that still has somewhere to go.	false
derpy_gg_needs_research_ksl	Start researching something first - this finishes whatever technology you have queued in the tech tree.	false
derpy_gg_no_unit_ksl	This guild keeps no regiment your people would muster. Their other services are open to you.	false
derpy_gg_per_turn_ksl	/turn	false
derpy_gg_upkeep_on_ksl	Upkeep, taken every turn:	false
derpy_gg_upkeep_soon_ksl	An upkeep begins on turn	false
derpy_gg_upkeep_help_ksl	Reputation has to be held, not just won. Every guild you have reputation with charges a little back each turn, and the higher your rank the more it costs to sit on - so a guild you stop feeding slides back down the ladder, and its bonus goes with it.	false
derpy_gg_table_head_ksl	Reputation with this guild:	false
derpy_gg_more_ksl	more	false
derpy_gg_unranked_ksl	no reputation yet	false
derpy_gg_buy_ksl	Buy	false
derpy_gg_prev_ksl	<	false
derpy_gg_next_ksl	>	false
derpy_gg_tab_court_ksl	Court	false
derpy_gg_hdr_court_ksl	Demands, patronage and who leads.	false
derpy_gg_needs_lead_ksl	Foremost only	false
derpy_gg_lead_you_ksl	You lead them	false
derpy_gg_lead_by_ksl	Led by	false
derpy_gg_lead_title_ksl	Foremost	false
derpy_gg_lead_hint_ksl	Only the faction holding the most reputation with this guild may buy this. Out-earn whoever holds it.	false
derpy_gg_patron_none_ksl	No patron appointed	false
derpy_gg_patron_appoint_ksl	Appoint	false
derpy_gg_patron_dismiss_ksl	Dismiss	false
derpy_gg_patron_of_ksl	Patron	false
derpy_gg_patron_needs_char_ksl	Select one of your own lords on the campaign map, then press Appoint.	false
derpy_gg_patron_elsewhere_ksl	Your patron already serves another guild. Appointing here moves them.	false
derpy_gg_demand_none_ksl	No demand stands against you	false
derpy_gg_demand_pay_ksl	Pay	false
derpy_gg_demand_owed_ksl	They want	false
derpy_gg_demand_due_ksl	turns to pay	false
derpy_gg_demand_short_ksl	You cannot pay this yet	false
derpy_gg_demand_gold_ksl	gold	false
derpy_gg_demand_favour_ksl	favour	false
derpy_gg_needs_ksl	Needs	false
derpy_gg_opener_ready_ksl	Ready to buy:	false
derpy_gg_opener_none_ksl	Nothing needs you right now.	false
derpy_gg_opener_bounties_ksl	Bounties to take:	false
derpy_gg_opener_demand_ksl	A demand you can pay now:	false
derpy_gg_opener_click_ksl	Click to open.	false
derpy_gg_pager_end_ksl	Nothing further this way.	false
derpy_gg_pager_page_next_ksl	Next page	false
derpy_gg_pager_page_prev_ksl	Previous page	false
derpy_gg_ready_ksl	ready to buy	false
derpy_gg_confirm_ksl	Confirm	false
derpy_gg_confirm_tip_ksl	This spends half or more of your favour with this guild, or is aimed at another faction. Press Confirm to go ahead.	false
derpy_gg_open_guild_ksl	Click to see this guild's services.	false
derpy_gg_pick_button_ksl	Select	false
derpy_gg_pick_help_ksl	Press Select to move this panel aside while you choose on the map.	false
derpy_gg_pick_cancel_ksl	Press Escape or Cancel to go back.	false
derpy_gg_cancel_ksl	Cancel	false
derpy_gg_map_tip_ksl	Click the card to see the target on the map.	false
derpy_gg_frow_map_ksl	Click to see their capital on the map.	false
derpy_gg_lf_all_ksl	All	false
derpy_gg_lf_mine_ksl	Yours	false
derpy_gg_lf_rivals_ksl	Rivals	false
derpy_gg_lf_ranks_ksl	Ranks	false
derpy_gg_log_empty_filter_ksl	Nothing of this kind yet. Press All to see every entry.	false
derpy_gg_demand_name_renounce_ksl	Renunciation	false
derpy_gg_demand_desc_renounce_ksl	The guild wants you to burn what you have built with its rival. The favour goes; the reputation stays.	false
derpy_gg_demand_name_tribute_ksl	Tribute	false
derpy_gg_demand_desc_tribute_ksl	The guild wants gold, and it wants it now.	false
derpy_gg_help_t1_ksl	The Guilds	false
derpy_gg_help_p1_ksl	#Two numbers, per guild||-REPUTATION is earned by playing and is never spent. It alone sets your rank.||-It can also fall: to a rival you have been feeding, to a demand you let expire, to a bounty you took and did not finish, and to the upkeep every guild charges to keep you on its books.||-FAVOUR is earned alongside it and is the currency services are bought with. Spending it never costs you rank, so there is no reason to hoard it.||#The five ranks||-Serf 0 / Kossar 100 / Druzhina 300 / Boyar 700 / Ataman 1500||-Each rank gives a bonus that lasts exactly as long as the rank does. The Guilds tab names the one you hold.||#Services||-Each guild sells three, each opened by a rank and paid for in favour. Each has a cooldown.||-The price moves with your reputation: a guild that knows you charges less, one whose rival you have been courting charges more.	false
derpy_gg_help_t2_ksl	Earning	false
derpy_gg_help_p2_ksl	#What each guild pays for||-The Erengrad Merchants: your income, every turn||-The Tzar Guard: battles won, doubled when outnumbered||-The Ice Court: technologies completed||-The Oblast Smugglers: successful hero actions||-The Stanitsa Builders: settlements growing a level, and buildings no other guild claims||-The Ungol Raiders: settlements sacked, more when razed||-A finished BUILDING pays its own guild - a forge the Ice Court, a dock the Erengrad Merchants, a barracks the Tzar Guard. Higher levels pay more, and its card names the guild.||#Every guild at once||-Every completed MISSION raises your reputation with all six guilds.||#Rivalry||-Erengrad Merchants and Oblast Smugglers / Tzar Guard and Ice Court / Stanitsa Builders and Ungol Raiders||-Earning with one takes reputation from its rival once you reach Kossar there - never a rank.||#A limit each turn||-Most guilds pay only so much each turn. The Guilds tab shows what each paid.	false
derpy_gg_help_t3_ksl	Bounties	false
derpy_gg_help_p3_ksl	#The board||-Three offers at a time, drawn from every guild. Taking one turns it into a real mission.||-Finish it and that guild pays gold and a large amount of reputation - far more than an ordinary mission.||-Leave it alone, or hand it back, and nothing is lost but the offer.||-Take it and FAIL it and that guild takes back what finishing it would have paid. Declining work is free; promising it and not delivering is not.||#The price is the target||-A defended provincial capital is worth several times a ruined border town.||-A veteran faction leader several times a fresh general.||-Every offer is rated Routine, Hard or Grim, which is the guild saying why the number is what it is.||#Two rules about the price||-An offer you have NOT taken re-prices as the world moves.||-One you HAVE taken keeps the price you agreed.	false
derpy_gg_help_t4_ksl	The Court	false
derpy_gg_help_p4_ksl	#Leading a guild||-Held by whichever faction in the world has the most reputation with it - you or a rival.||-The leader carries an extra bonus, and the guild's dearest service is sold to nobody else.||-It can be taken from you. The Leaderboard tab shows who leads each guild.||#Demands||-Every so often a guild that already knows you asks for something, with a deadline on it.||-It wants either gold, or the favour you hold with its own rival.||-Pay it and your reputation jumps. Let the deadline pass and it falls, far enough to cost you a rank.||#A patron||-One of your lords, bound to one guild. Select them on the campaign map, then press Appoint.||-Their army gains replenishment and campaign movement.||-That guild's reputation pays half again and its services cost less.||-One lord, one guild. Appointing a second moves the post.	false
derpy_gg_help_t5_ksl	Losing reputation	false
derpy_gg_help_p5_ksl	#Reputation can fall||-It is earned by playing and never spent - but four things take it back, and all four can cost you a rank and the bonus that came with it.||#Upkeep, every turn||-After the opening turns, every guild you hold reputation with takes a little of it back each turn.||-The higher your rank there, the more it costs to hold. A guild you stop feeding slides back down the ladder on its own.||-The Guilds tab names the figure, in red, beside your reputation.||#A rival you have been feeding||-Earning with a guild takes reputation from the guild it argues with. You cannot court all six at once.||#A demand you let expire||-The Court tab holds the terms and the deadline. Silence costs more than the demand asked for.||#A bounty you took and failed||-Leaving an offer alone costs nothing, and handing one back costs nothing.||-Failing one you accepted costs what finishing it would have paid.	false
derpy_gg_help_of_ksl	of	false
derpy_gg_court_help_ksl	The Court holds the three things a guild does that you do not choose.||LEADING a guild is held by whichever faction in the world has the most reputation with it - you or a rival. The leader carries an extra bonus for as long as they lead, and the guild's dearest service is sold to nobody else. It can be taken from you.||A DEMAND arrives every so often from a guild that already knows you. Pay it and your reputation with them jumps; let the deadline pass and it falls, far enough to cost you a rank. A guild asks either for gold or for you to renounce the favour you hold with its rival.||A PATRON is one of your lords, bound to one guild. Their army is the better for it, that guild's reputation pays half again, and its services cost less. One lord, one guild - appointing a second moves the post.	false
message_event_text_text_derpy_gg_demand_ksl_title	A Guild Asks	false
message_event_text_text_derpy_gg_demand_ksl_primary	One of the Great Guilds has made a demand of you. The Court tab holds the terms and the deadline.	false
message_event_text_text_derpy_gg_demand_ksl_secondary	They do not ask twice.	false
message_event_text_text_derpy_gg_demand_fail_ksl_title	A Guild Is Answered With Silence	false
message_event_text_text_derpy_gg_demand_fail_ksl_primary	The deadline has passed and nothing was paid. Your reputation with that guild has fallen.	false
message_event_text_text_derpy_gg_demand_fail_ksl_secondary	The ledger is kept whether you read it or not.	false
message_event_text_text_derpy_gg_bounty_fail_ksl_title	A Guild Is Left Waiting	false
message_event_text_text_derpy_gg_bounty_fail_ksl_primary	Work you took from a guild has gone undone, and its reputation has been taken back. Handing an offer back costs nothing; taking it and failing costs what finishing it would have paid.	false
message_event_text_text_derpy_gg_bounty_fail_ksl_secondary	A promise in the ledger is a debt.	false
derpy_gg_bounty_help_ksl	A guild posts work it wants done. Take one and it becomes a mission; finish it and that guild pays gold and a large amount of reputation - far more than a normal mission. Leave an offer alone, or hand it back through the objectives panel, and nothing is lost but the offer.||BUT DO NOT TAKE ONE AND FAIL IT. A bounty you accepted and did not finish before its deadline costs that guild's reputation - exactly what finishing it would have paid. Declining work is free; promising it and not delivering is not.||The pay is read off the target, not fixed: a defended provincial capital is worth several times a ruined border town, and a rank-40 faction leader several times a fresh general. Each offer says whether the guild rates the job Routine, Hard or Grim. An offer you have not taken re-prices as the world moves; one you have taken keeps the price you agreed.	false
derpy_gg_locked_hint_ksl	Your rank with this guild is too low. Keep earning reputation.	false
message_event_text_text_derpy_gg_hit_ksl_title	A Guild Moves Against You	false
message_event_text_text_derpy_gg_hit_ksl_primary	A rival has bought the favour of a guild, and it has been spent on you.	false
message_event_text_text_derpy_gg_hit_ksl_secondary	Their favour buys more than goods.	false
message_event_text_text_derpy_gg_lead_won_brass_ksl_title	The Erengrad Merchants Answer To You	false
message_event_text_text_derpy_gg_lead_won_brass_ksl_primary	You now hold more reputation with The Erengrad Merchants than any other power in the world. Their leader's bonus is yours, and their finest service is sold to nobody else.	false
message_event_text_text_derpy_gg_lead_won_brass_ksl_secondary	It is taken back the same way it was won.	false
message_event_text_text_derpy_gg_lead_lost_brass_ksl_title	The Erengrad Merchants Have Turned Away	false
message_event_text_text_derpy_gg_lead_lost_brass_ksl_primary	A rival has out-earned you with The Erengrad Merchants. Their leader's bonus, and the sole right to their finest service, went with them.	false
message_event_text_text_derpy_gg_lead_lost_brass_ksl_secondary	The Leaderboard tab names who holds it now.	false
message_event_text_text_derpy_gg_lead_won_immortals_ksl_title	The Tzar Guard Answer To You	false
message_event_text_text_derpy_gg_lead_won_immortals_ksl_primary	You now hold more reputation with The Tzar Guard than any other power in the world. Their leader's bonus is yours, and their finest service is sold to nobody else.	false
message_event_text_text_derpy_gg_lead_won_immortals_ksl_secondary	It is taken back the same way it was won.	false
message_event_text_text_derpy_gg_lead_lost_immortals_ksl_title	The Tzar Guard Have Turned Away	false
message_event_text_text_derpy_gg_lead_lost_immortals_ksl_primary	A rival has out-earned you with The Tzar Guard. Their leader's bonus, and the sole right to their finest service, went with them.	false
message_event_text_text_derpy_gg_lead_lost_immortals_ksl_secondary	The Leaderboard tab names who holds it now.	false
message_event_text_text_derpy_gg_lead_won_daemonsmiths_ksl_title	The Ice Court Answer To You	false
message_event_text_text_derpy_gg_lead_won_daemonsmiths_ksl_primary	You now hold more reputation with The Ice Court than any other power in the world. Their leader's bonus is yours, and their finest service is sold to nobody else.	false
message_event_text_text_derpy_gg_lead_won_daemonsmiths_ksl_secondary	It is taken back the same way it was won.	false
message_event_text_text_derpy_gg_lead_lost_daemonsmiths_ksl_title	The Ice Court Have Turned Away	false
message_event_text_text_derpy_gg_lead_lost_daemonsmiths_ksl_primary	A rival has out-earned you with The Ice Court. Their leader's bonus, and the sole right to their finest service, went with them.	false
message_event_text_text_derpy_gg_lead_lost_daemonsmiths_ksl_secondary	The Leaderboard tab names who holds it now.	false
message_event_text_text_derpy_gg_lead_won_khanate_ksl_title	The Oblast Smugglers Answer To You	false
message_event_text_text_derpy_gg_lead_won_khanate_ksl_primary	You now hold more reputation with The Oblast Smugglers than any other power in the world. Their leader's bonus is yours, and their finest service is sold to nobody else.	false
message_event_text_text_derpy_gg_lead_won_khanate_ksl_secondary	It is taken back the same way it was won.	false
message_event_text_text_derpy_gg_lead_lost_khanate_ksl_title	The Oblast Smugglers Have Turned Away	false
message_event_text_text_derpy_gg_lead_lost_khanate_ksl_primary	A rival has out-earned you with The Oblast Smugglers. Their leader's bonus, and the sole right to their finest service, went with them.	false
message_event_text_text_derpy_gg_lead_lost_khanate_ksl_secondary	The Leaderboard tab names who holds it now.	false
message_event_text_text_derpy_gg_lead_won_overseers_ksl_title	The Stanitsa Builders Answer To You	false
message_event_text_text_derpy_gg_lead_won_overseers_ksl_primary	You now hold more reputation with The Stanitsa Builders than any other power in the world. Their leader's bonus is yours, and their finest service is sold to nobody else.	false
message_event_text_text_derpy_gg_lead_won_overseers_ksl_secondary	It is taken back the same way it was won.	false
message_event_text_text_derpy_gg_lead_lost_overseers_ksl_title	The Stanitsa Builders Have Turned Away	false
message_event_text_text_derpy_gg_lead_lost_overseers_ksl_primary	A rival has out-earned you with The Stanitsa Builders. Their leader's bonus, and the sole right to their finest service, went with them.	false
message_event_text_text_derpy_gg_lead_lost_overseers_ksl_secondary	The Leaderboard tab names who holds it now.	false
message_event_text_text_derpy_gg_lead_won_slavers_ksl_title	The Ungol Raiders Answer To You	false
message_event_text_text_derpy_gg_lead_won_slavers_ksl_primary	You now hold more reputation with The Ungol Raiders than any other power in the world. Their leader's bonus is yours, and their finest service is sold to nobody else.	false
message_event_text_text_derpy_gg_lead_won_slavers_ksl_secondary	It is taken back the same way it was won.	false
message_event_text_text_derpy_gg_lead_lost_slavers_ksl_title	The Ungol Raiders Have Turned Away	false
message_event_text_text_derpy_gg_lead_lost_slavers_ksl_primary	A rival has out-earned you with The Ungol Raiders. Their leader's bonus, and the sole right to their finest service, went with them.	false
message_event_text_text_derpy_gg_lead_lost_slavers_ksl_secondary	The Leaderboard tab names who holds it now.	false
message_event_text_text_derpy_gg_rank_brass_2_ksl_title	The Erengrad Merchants Name You Kossar	false
message_event_text_text_derpy_gg_rank_brass_2_ksl_primary	Your rank with The Erengrad Merchants has risen to Kossar. Their bonus to you has grown, and a service that was closed to you is open.	false
message_event_text_text_derpy_gg_rank_brass_2_ksl_secondary	Favour is spent on the Guilds tab.	false
message_event_text_text_derpy_gg_rank_brass_3_ksl_title	The Erengrad Merchants Name You Druzhina	false
message_event_text_text_derpy_gg_rank_brass_3_ksl_primary	Your rank with The Erengrad Merchants has risen to Druzhina. Their bonus to you has grown, and a service that was closed to you is open.	false
message_event_text_text_derpy_gg_rank_brass_3_ksl_secondary	Favour is spent on the Guilds tab.	false
message_event_text_text_derpy_gg_rank_brass_4_ksl_title	The Erengrad Merchants Name You Boyar	false
message_event_text_text_derpy_gg_rank_brass_4_ksl_primary	Your rank with The Erengrad Merchants has risen to Boyar. Their bonus to you has grown, and a service that was closed to you is open.	false
message_event_text_text_derpy_gg_rank_brass_4_ksl_secondary	Favour is spent on the Guilds tab.	false
message_event_text_text_derpy_gg_rank_brass_5_ksl_title	The Erengrad Merchants Name You Ataman	false
